Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
Purple Terror,Secret,Living,Male,Bad,,,,,,,Marvel,1943,1,9/1/43,
Ratter,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1943,1,12/1/43,Nazi
Richardo Bennett,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1943,1,4/1/43,
Ring,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1943,1,1/1/43,Nazi
Robin Hood,Secret,Living,Male,Good,,,,,,,Marvel,1943,1,4/1/43,
Robin Hood,,Living,Male,Good,,,,,Brown,,DC,1938,28,1/1/38,
Rockford Rico,,Living,Male,Bad,,,,,Bald,,Marvel,1943,1,2/1/43,
Ruby Yen,Public,Living,Male,Bad,,,,,Black,,Marvel,1943,1,9/1/43,
Sagayo,Public,Deceased,Male,Bad,,,,,Grey,,Marvel,1943,1,5/1/43,
Seni Karlan,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1943,1,6/1/43,
Sewer Man,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1943,1,6/1/43,
Shirley Booth,Public,Living,Female,Good,,,,,Brown,,Marvel,1943,1,5/1/43,
Sim Altona,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1943,1,11/1/43,
Slate,,Living,Male,Bad,,,,,Black,,Marvel,1943,1,12/1/43,Nazi
Slick Warner,,Living,Male,Bad,,,,,Black,,Marvel,1943,1,7/1/43,
Snake-Eye Smith,Public,Living,Male,Bad,,,,,Black,,Marvel,1943,1,5/1/43,
Sol Harriman,Secret,Living,Male,Bad,,,,,Blond,,Marvel,1943,1,3/1/43,
Steve Strong,Public,Living,Male,Bad,,,,,Brown,,Marvel,1943,1,2/1/43,
Symbol of Doom,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1943,1,12/1/43,
Tick and Tock,Secret,Living,Male,Good,,,,,,,Marvel,1943,1,7/1/43,
Triple Destruction,Secret,Living,Male,Bad,,,,,,,Marvel,1943,1,9/1/43,
Tu-Ra-Bi-Ka,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1943,1,9/1/43,Impostor
Vance Coburn,Public,Living,Male,Bad,,,,,Black,,Marvel,1943,1,1/1/43,
Von Batch,Public,Living,Male,Bad,,,,,Black,,Marvel,1943,1,4/1/43,
Von Blubber,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1943,1,3/1/43,
Von Boom,No Dual,Living,Male,Bad,,,,,Blond,,Marvel,1943,1,3/1/43,
Von Broot,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1943,1,9/1/43,
Von Goober,Public,Living,Male,Bad,,,,,Bald,,Marvel,1943,1,1/1/43,
Von Gukk,No Dual,Living,Male,Bad,,,,,Bald,,Marvel,1943,1,6/1/43,
Von Klutz,Public,Living,Male,Bad,,,,,Black,,Marvel,1943,1,3/1/43,
Von Kropp,Public,Living,Male,Bad,,,,,Black,,Marvel,1943,1,7/1/43,
Von Lontz,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1943,1,10/1/43,
Von Schmeer,Public,Living,Male,Bad,,,,,Black,,Marvel,1943,1,6/1/43,
Vulture,Secret,Deceased,Male,Bad,Human,180,79,Brown,Black,,Marvel,1943,1,11/1/43,Nazi
Vulture,Secret,Deceased,Male,Bad,Human,180,79,Brown,Bald,,Marvel,1949,1,4/1/49,Outlaw
Whip,,Deceased,,Bad,,,,,Bald,,Marvel,1943,1,7/1/43,
Whip,Secret,Living,Female,Bad,,,,,Brown,,DC,2009,7,5/1/09,
White Vampire,Secret,Deceased,Female,Bad,,,,,,,Marvel,1943,1,12/1/43,
William Cox,No Dual,Living,Male,Good,,,,,Black,,Marvel,1943,1,12/1/43,
Yoko,No Dual,Deceased,Male,Bad,,,,,Black,,Marvel,1943,1,9/1/43,
Zeke Mallon,No Dual,Living,Male,Good,,,,,Red,,Marvel,1943,1,3/1/43,
Zomber,No Dual,Deceased,Male,Bad,,,,,Grey,,Marvel,1943,1,9/1/43,
Admiral Footsu,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,3/1/44,
Alan Heinman,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1944,1,3/1/44,
Anna Frankenstein,No Dual,Deceased,Female,Bad,,,,,Brown,,Marvel,1944,1,6/1/44,
Bamboo Knife Butcher,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1944,1,12/1/44,
Banker Blair,Secret,Living,Male,Bad,,,,,Black,,Marvel,1944,1,9/1/44,
Baron Hitso,No Dual,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,12/1/44,
Baron Krugg,Public,Deceased,Male,Bad,,,,Green,Green,,Marvel,1944,1,12/1/44,
Baron of Horror Castle,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1944,1,10/1/44,
Baron Schluss,No Dual,Deceased,Male,Bad,,,,,Brown,,Marvel,1944,1,3/1/44,
Baron von Ritter,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1944,1,9/1/44,
Baron von Wetzel,No Dual,Deceased,Male,Bad,,,,,Brown,,Marvel,1944,1,9/1/44,
Bat,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1944,1,12/1/44,Nazi
Beast of Frankenstein,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1944,1,6/1/44,
Black Snake,Secret,Deceased,Male,Bad,,,,Black,Blond,,Marvel,1944,1,5/1/44,
Brad Trent,Public,Living,Male,Neutral,,,,,,,Marvel,1944,1,12/1/44,
Bradley Manning,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1944,1,9/1/44,
Bucka,Public,Living,Male,Good,,,,,Brown,,Marvel,1944,1,5/1/44,
Bucky,Secret,Living,Male,Good,,,,,Brown,,Marvel,1944,1,5/1/44,1313 AD
Captain Amerigo,Secret,Living,Male,Good,,,,,Blond,,Marvel,1944,1,5/1/44,
Captain Krashyu,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,3/1/44,
Captain Osaki,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,3/1/44,
Carl von Brummel,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1944,1,6/1/44,
Choo-Choo Charley,Secret,Living,Male,Bad,,,,,Black,,Marvel,1944,1,6/1/44,
Colonel Kishi,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,6/1/44,
Colonel Strauheim,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1944,1,6/1/44,
Conrad Meer,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1944,1,4/1/44,
Dagger,Secret,Living,Male,Bad,,165,52,Blue,White,,Marvel,1944,1,5/1/44,Mobster
Dalt Kendall,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1944,1,11/1/44,
Dan Sekowsky,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1944,1,3/1/44,
David Johnson,Public,Living,Male,Neutral,,,,,,,Marvel,1944,1,9/1/44,
Dean Tarlek,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1944,1,9/1/44,
Director of Death,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,3/1/44,
Doctor Botan,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1944,1,9/1/44,
Doctor Frankenstein,Public,Living,Male,Good,,,,,White,,Marvel,1944,1,6/1/44,WWII
Doctor Luville,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,9/1/44,
Doctor Necrosis,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1944,1,3/1/44,
Doctor Scarr,Public,Living,Male,Bad,,,,,Black,,Marvel,1944,1,12/1/44,
Doctor Yokotio,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,12/1/44,
Ed Turtle,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1944,1,12/1/44,
Edward Burk,Public,Living,Male,Bad,,,,,Brown,,Marvel,1944,1,7/1/44,
Emil Natas,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,5/1/44,
Ensen,Public,Living,Male,Neutral,,,,,Brown,,Marvel,1944,1,10/1/44,
Flaming Hate,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,3/1/44,
Flying Falcon,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1944,1,10/1/44,
Fritz Mueller,Public,Living,Male,Bad,,,,,Black,,Marvel,1944,1,4/1/44,
Fritz von Arnheim,Secret,Living,Male,Bad,,,,,Black,,Marvel,1944,1,2/1/44,
General Blauheim,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,3/1/44,
General Suki,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,9/1/44,
General von Savage,Public,Deceased,Male,Bad,,,,,White,,Marvel,1944,1,3/1/44,
General Yokima,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,10/1/44,
George Mulford,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,12/1/44,
Georges Tarragh,Public,Living,Male,Bad,,,,,Brown,,Marvel,1944,1,2/1/44,
Ghost Harpooner,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1944,1,6/1/44,
Ghost of Yesteryear,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1944,1,12/1/44,
Ghostly Terrill,Public,Deceased,Male,Bad,,,,,White,,Marvel,1944,1,12/1/44,
Great Rosso,Public,Deceased,Male,Bad,,,,,White,,Marvel,1944,1,1/1/44,
Hans Thysenn,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1944,1,3/1/44,
Head,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,3/1/44,
Head,Public,Living,Male,Bad,,,,,,,DC,1972,3,10/1/72,
Herr Swastika,Secret,Living,Male,Bad,,,,,Black,,Marvel,1944,1,12/1/44,
Jim Langdon,Public,Living,Male,Neutral,,,,,,,Marvel,1944,1,12/1/44,
Johnnie Pinkham,Secret,Living,Male,Bad,,,,,White,,Marvel,1944,1,7/1/44,
Judas Cain,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,12/1/44,
Juggernaut,Secret,Deceased,Male,Bad,Human,287,855,Blue,Bald,,Marvel,1944,1,10/1/44,WWII
Karl Kraft,Public,Living,Male,Bad,,,,,Bald,,Marvel,1944,1,3/1/44,
Karl Shaffer,Secret,Deceased,Male,Bad,,,,,Blond,,Marvel,1944,1,12/1/44,
Keeper of the Flash,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1944,1,7/1/44,
Klug,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,12/1/44,
Lars Krool,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1944,1,9/1/44,
Man in the Steel Mask,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1944,1,2/1/44,
Marmaduke Jones,Public,Living,Male,Good,,,,,Red,,Marvel,1944,1,9/1/44,
Master of Death,Secret,Deceased,Male,Bad,,,,,,,Marvel,1944,1,10/1/44,
Mathers,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1944,1,5/1/44,
Max Bovar,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1944,1,3/1/44,
Maxie Murdock,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1944,1,9/1/44,
Mistress of Death,Secret,Deceased,Female,Bad,,,,,Red,,Marvel,1944,1,8/1/44,
Mother Ting,Secret,Living,Female,Good,,,,,White,,Marvel,1944,1,12/1/44,
Nails Bradley,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,9/1/44,
Nan Carter,Public,Living,Female,Good,,,,,Blond,,Marvel,1944,1,3/1/44,
Ogar of the Ocean,Secret,Living,Male,Bad,,,,,White,,Marvel,1944,1,9/1/44,
Otto Briefer,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,3/1/44,
Past,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1944,1,12/1/44,
Paul Atwell,,Living,Male,,,,,,White,,Marvel,1944,1,3/1/44,
Peddler of Doom,Secret,Living,Male,Bad,,,,,White,,Marvel,1944,1,6/1/44,
Pedro Alvarez,Public,Living,Male,Bad,,,,,Brown,,Marvel,1944,1,7/1/44,
Peter Herrick,Secret,Living,Male,Bad,,,,,Black,,Marvel,1944,1,5/1/44,
Peter Stromboli,Public,Living,Male,Bad,,,,,Black,,Marvel,1944,1,2/1/44,
Phao,Public,Living,Male,Bad,,,,,Black,,Marvel,1944,1,3/1/44,
Pop Kunz,Public,Living,Male,Bad,,,,,Grey,,Marvel,1944,1,4/1/44,
Prince Suli,Public,Living,Male,Bad,,,,,Black,,Marvel,1944,1,3/1/44,
Princess Ramasi,Secret,Deceased,Female,Bad,,,,,Black,,Marvel,1944,1,1/1/44,
Professor Svengalie,No Dual,Deceased,Male,Bad,,,,,Bald,,Marvel,1944,1,10/1/44,
Professor Tarbu,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,6/1/44,
Raymond Wil,Public,Living,Male,Neutral,,,,,,,Marvel,1944,1,9/1/44,
Rene Claire,No Dual,Living,Male,Bad,,,,,Blond,,Marvel,1944,1,10/1/44,
Ruth LaRue,Public,Living,Female,Neutral,,,,,Blond,,Marvel,1944,1,9/1/44,
Samson Barrick,Secret,Living,Male,Bad,,,,,,,Marvel,1944,1,12/1/44,
Schoolmaster,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1944,1,8/1/44,
Senator Doaks,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1944,1,3/1/44,
Shalimar,Public,Living,Male,Neutral,,,,,Bald,,Marvel,1944,1,12/1/44,
Shalimar,,Living,Female,Good,,,,,,,DC,1989,2,6/1/89,
Siegfried Kunz,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1944,1,5/1/44,
Stefan Halpern,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1944,1,2/1/44,
Tehru,,Deceased,Male,Bad,,,,,,,Marvel,1944,1,9/1/44,
Tiger Duncan,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,8/1/44,
Tom Evans,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,9/1/44,
Vanza,Public,Living,Female,Good,,,,,Black,,Marvel,1944,1,12/1/44,
Voice of Doom,Secret,Living,Male,Bad,,,,,Black,,Marvel,1944,1,9/1/44,
Von Fleagle,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1944,1,3/1/44,
Von Rottz,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1944,1,6/1/44,
Von Wolheim,Public,Living,Male,Bad,,,,,Black,,Marvel,1944,1,6/1/44,
Wilbur the Great,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,3/1/44,
Wilton Wilkes,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1944,1,12/1/44,
Wisp,Secret,Living,Female,Bad,,,,,Blond,,Marvel,1944,1,3/1/44,
Yellow Fang,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1944,1,3/1/44,
Allen Rosnim,Public,Living,Male,Bad,,,,,Brown,,Marvel,1945,1,12/1/45,
Alonzo Gonzales,Public,Living,Male,Bad,,,,,Black,,Marvel,1945,1,3/1/45,
Benjamin Loufitz,No Dual,Deceased,Male,Bad,,,,,Brown,,Marvel,1945,1,3/1/45,
Big Boy Bates,Secret,Living,Male,Bad,,,,,Blond,,Marvel,1945,1,12/1/45,
Black Master,Secret,Deceased,Male,Bad,,,,,,,Marvel,1945,1,9/1/45,
Blackbeard,Secret,Living,Male,Bad,,,,,Black,,Marvel,1945,1,4/1/45,Japanese Spy
Blackbeard,Secret,Living,Male,Bad,,,,,Black,,Marvel,1946,1,3/1/46,Criminal
Blackbeard,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948,1,2/1/48,1940s Pirate
Boss,Secret,Living,Male,Bad,,,,,White,,Marvel,1945,1,8/1/45,District Attorney
Boss,,Living,Male,Bad,,,,,Black,,Marvel,1967,1,6/1/67,
Boss,No Dual,Living,Male,Neutral,,,,,Grey,,Marvel,2003,1,2/1/03,FBI
Bret Labale,Secret,Living,Male,Bad,,,,,Black,,Marvel,1945,1,7/1/45,
Butch Cantwell,Public,Living,Male,Bad,,,,,Black,,Marvel,1945,1,4/1/45,
Captain Suicide,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1945,1,3/1/45,
Carter Blackstone,Public,Living,Male,Bad,,,,,Bald,,Marvel,1945,1,4/1/45,
Cat Woman,Secret,Deceased,Female,Bad,,,,,Black,,Marvel,1945,1,3/1/45,
Cat-Woman,Secret,Deceased,Female,Bad,,,,,,,Marvel,1945,1,4/1/45,
Chiquita Tarantula,Public,Living,Female,Bad,,,,,Brown,,Marvel,1945,1,7/1/45,
Chris Ramsey,Secret,Living,Male,Bad,,,,,Black,,Marvel,1945,1,10/1/45,
Chuck Brandon,Public,Living,Male,Neutral,,,,,Brown,,Marvel,1945,1,6/1/45,
Cracksmith,Secret,Living,Male,Bad,,,,,Black,,Marvel,1945,1,3/1/45,
Crimorto,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1945,1,6/1/45,
Danbury Fawcett,Public,Living,Male,Bad,,,,,Black,,Marvel,1945,1,7/1/45,
Detective Brady,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1945,1,3/1/45,
Diavolo,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1945,1,8/1/45,
Doctor Colosso,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1945,1,7/1/45,
Doctor Hades,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1945,1,4/1/45,
Doctor Herzog,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1945,1,3/1/45,
Doctor Lammon,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1945,1,12/1/45,
Doctor Nichi,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1945,1,3/1/45,
Doctor Nitro,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1945,1,6/1/45,
Doctor Throttle,Secret,Living,Male,Bad,,,,,Black,,Marvel,1945,1,6/1/45,
Doctor von Helstog,Public,Deceased,Male,Bad,,,,,White,,Marvel,1945,1,1/1/45,
Dotty Benson,Public,Living,Female,Neutral,,,,,Blond,,Marvel,1945,1,9/1/45,
Douglas van Horn,Secret,Living,Male,Bad,,,,,Black,,Marvel,1945,1,3/1/45,
Ed Jordan,Public,Deceased,Male,Neutral,,,,,Black,,Marvel,1945,1,6/1/45,
Ed Rutgers,Public,Deceased,Male,Neutral,,,,,White,,Marvel,1945,1,9/1/45,
Epicure,Secret,Living,Male,Bad,,,,,Black,,Marvel,1945,1,3/1/45,
Fox,,Living,Male,Bad,,,,,Black,,Marvel,1945,1,11/1/45,Miss America Foe
Fox,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1950,1,6/1/50,Outlaw
Frank Lavalle,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1945,1,12/1/45,
Franz Egraus,Public,Living,Male,Bad,,,,,Bald,,Marvel,1945,1,12/1/45,
Franz Neunmensch,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1945,1,2/1/45,
Gaillard,Public,Living,Female,Neutral,,,,Brown,Brown,,Marvel,1945,1,3/1/45,
Genrami,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1945,1,10/1/45,
George Jordan,Public,Living,Male,Bad,,,,,White,,Marvel,1945,1,3/1/45,
George Reynolds,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1945,1,9/1/45,
George Whitaker,Public,Deceased,Male,Neutral,,,,,,,Marvel,1945,1,12/1/45,
Gregory Smith,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1945,1,1/1/45,
Hal Jordan,Public,Living,Male,Good,Human,188,90,Brown,Brown,,Marvel,1945,1,3/1/45,
Hugh Tyson,Public,Deceased,Male,Neutral,,,,,Black,,Marvel,1945,1,12/1/45,
Jack Hasley,Secret,Deceased,Male,Bad,,,,Black,,,Marvel,1945,1,12/1/45,
Jack Prentice,Public,Deceased,Male,Bad,,,,,,,Marvel,1945,1,12/1/45,
Jeff and Jock Blintz,Public,Living,Male,Bad,,,,,Black,,Marvel,1945,1,12/1/45,
Kenneth Brown,Secret,Living,Male,Bad,,,,,Black,,Marvel,1945,1,3/1/45,
Lao-Chung,Public,Living,Male,Good,,,,,White,,Marvel,1945,1,6/1/45,
Lasco Vicenti,Secret,Living,Male,Bad,,,,,Black,,Marvel,1945,1,10/1/45,
Laura Dane,Public,Living,Female,Neutral,,,,,Black,,Marvel,1945,1,6/1/45,
Lorelei Riciardi,Public,Living,Female,Bad,,,,,Brown,,Marvel,1945,1,6/1/45,
Lucky Benson,Public,Living,Male,Bad,,,,,Black,,Marvel,1945,1,9/1/45,
Luke Bowie,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1945,1,3/1/45,
Mark Mankin,Public,Living,Male,Bad,,,,,Brown,,Marvel,1945,1,3/1/45,
Marquies le Blanc,Public,Living,Male,Bad,,,,,Brown,,Marvel,1945,1,6/1/45,
Martha Prentice,Public,Living,Female,Bad,,,,,Brown,,Marvel,1945,1,12/1/45,
Mary Simpson,Public,Living,Female,Neutral,,,,,Blond,,Marvel,1945,1,3/1/45,
Master Megalo,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1945,1,1/1/45,
Nat Scott,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1945,1,3/1/45,
Nick Bruto,Public,Living,Male,Bad,,,,,White,,Marvel,1945,1,3/1/45,
Nick Finelli,Public,Living,Male,Bad,,,,Blue,Black,,Marvel,1945,1,9/1/45,
Noose,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1945,1,12/1/45,
Noose,,Deceased,Male,Bad,,,,,Blond,,DC,,3,,
Paul Bonaparte,Public,Living,Male,Bad,,,,,Black,,Marvel,1945,1,9/1/45,
Percival Lawrence,Public,Living,Male,Bad,,,,,Bald,,Marvel,1945,1,6/1/45,
Percy Walker,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,1945,1,1/1/45,
Professor Kilgory,Public,Living,Male,Bad,,,,,Black,,Marvel,1945,1,6/1/45,
Professor Todt,,Deceased,Male,Bad,,,,,White,,Marvel,1945,1,6/1/45,
Prophet of Hate,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1945,1,1/1/45,
Rita Worth,Public,Deceased,Female,Neutral,,,,,Blond,,Marvel,1945,1,6/1/45,
Roy Winters,Public,Deceased,Male,Neutral,,,,,Brown,,Marvel,1945,1,3/1/45,
Rufus King,Public,Deceased,Male,Neutral,,,,,,,Marvel,1945,1,12/1/45,
Scarzi Bragg,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1945,1,6/1/45,
Sico Rudo,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1945,1,12/1/45,
Snowball,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1945,1,12/1/45,
Ted Young,No Dual,Living,Male,Neutral,,,,,Black,,Marvel,1945,1,12/1/45,
Terdu,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1945,1,3/1/45,
Thing from the Swamp,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1945,1,3/1/45,
Tom Garrett,Public,Living,Male,Bad,,,,,Brown,,Marvel,1945,1,3/1/45,
Waxy Jordan,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1945,1,9/1/45,
White,Public,Living,Male,Bad,,,,,White,,Marvel,1945,1,3/1/45,WWII
Yellow Claw,Secret,Deceased,Male,Bad,,188,95,Blue,Black,,Marvel,1945,1,3/1/45,Japanese
Zako,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1945,1,9/1/45,
Zerhu,Secret,Deceased,Male,Bad,,,,,,,Marvel,1945,1,1/1/45,
Abigail Varden,,Living,Female,,,,,,,,Marvel,1946,1,2/1/46,
Ace Maxwell,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1946,1,3/1/46,
Alvin Martinike,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1946,1,3/1/46,
Am,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1946,1,1/1/46,
Amazo,,Living,Male,Bad,Android,257,173,Red,Black,,Marvel,1946,1,11/1/46,
Amazo,Public,Living,Male,Bad,Android,257,173,Red,,,DC,1960,71,7/1/60,
Arch Murdock,No Dual,Living,Male,Bad,,,,Blue,Red,,Marvel,1946,1,12/1/46,
Arnold Ogley,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1946,1,9/1/46,
Baxter,Public,Living,Male,Bad,,,,,White,,Marvel,1946,1,3/1/46,
Bel Cummings,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1946,1,3/1/46,
Bert and Ollie,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1946,1,8/1/46,
Black Patch,Secret,Living,Male,Bad,,,,,Black,,Marvel,1946,1,9/1/46,All-Winners Squad Foe
Black Patch,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1948,1,8/1/48,Sub-Mariner Foe
Calcium Master,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1946,1,9/1/46,
Captain Storm,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1946,1,3/1/46,
Crooner,Secret,Living,Male,Bad,,,,,Blond,,Marvel,1946,1,7/1/46,
Danny Grogan,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1946,1,6/1/46,
Doctor Feerce,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1946,1,12/1/46,
Ed Fallon,,Living,Male,Bad,,,,,Brown,,Marvel,1946,1,11/1/46,
Edmund Kenyon,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1946,1,6/1/46,
Elena King,Secret,Living,Female,Bad,,,,,Black,,Marvel,1946,1,9/1/46,
Elmer Bright,No Dual,Living,Male,Bad,,,,,White,,Marvel,1946,1,12/1/46,
Ernest Parker,No Dual,Living,Male,Bad,,,,,Blond,,Marvel,1946,1,6/1/46,
False Face,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1946,1,12/1/46,
Fencing Master,Secret,Living,Male,Bad,,,,,Grey,,Marvel,1946,1,4/1/46,
Futura,Secret,Living,Female,Neutral,,,,,Black,,Marvel,1946,1,12/1/46,
George Munson,Public,Living,Male,Bad,,,,,Brown,,Marvel,1946,1,12/1/46,
Headless Man,Secret,Living,Male,Bad,,,,,Black,,Marvel,1946,1,9/1/46,Kenyon
Homer Hamlen,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1946,1,3/1/46,
House Killer,Secret,Living,Male,Bad,,,,,Black,,Marvel,1946,1,9/1/46,
Irwin Hayes,Secret,Living,Male,Bad,,,,,Grey,,Marvel,1946,1,3/1/46,
Ivan the Sculptor,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1946,1,2/1/46,
Jay Kelsey,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1946,1,6/1/46,
John Drake,No Dual,Living,Male,Neutral,,,,,,,Marvel,1946,1,6/1/46,
John Harriman,No Dual,Living,Male,Bad,,,,Blue,White,,Marvel,1946,1,6/1/46,
Jonathan Ware,Secret,Living,Male,Bad,,,,,Black,,Marvel,1946,1,12/1/46,
Joshua Blaine,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1946,1,11/1/46,
Joshua Crown,,Living,Male,Bad,,,,,,,Marvel,1946,1,6/1/46,
Julius Aaroni,Public,Living,Male,Bad,,,,,Black,,Marvel,1946,1,6/1/46,
King Cole,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1946,1,12/1/46,
Larry Batten,Public,Living,Male,Bad,,,,,Brown,,Marvel,1946,1,3/1/46,
Lucien Dennis,Public,Deceased,Male,Neutral,,,,,Red,,Marvel,1946,1,8/1/46,
